,item_id,user_id
78,8b953c3f75e8,5c67a451ee99
79,1d4c56733bb0,238c695f7127
80,f1ae3fabeac4,edaf99f33da2
81,8748a34a3eba,98175e035ec0
82,ef7794e4f020,87e22eec4099
83,1ce37a04b861,16d27a450d50
84,04acc48b9874,fd370e96bacf
85,51bb5a9341fa,a2076454df21
86,9c55e724b099,6d18779bd4e9
87,f6f51a849a77,cbf648022c11
88,922ae87e4770,8b62c4835410
89,6d5d774c9025,5b62efa7b98f
90,22153ade0f4a,d3faa164bcd9
91,4702f3941947,3fba0d757470
92,c2468f15b136,451e557a9de6
93,442247da38df,820a0852fb5b
94,e82d211653ae,479530574f40
95,e885c2139fda,c0231cdcb730
96,c4e2543626b0,7139f61d40ae
97,887ff33257b6,498b64650a13
98,ea825b3567f1,dfdabebdce23
9.90E+01,6470e4127e29,547f2839c6c8
100,a2d36e02a7e2,b239811ad530
101,2426007b7f82,d94c69a1e7f8
102,699d20cdf8ce,185dc18de18b
103,a5a6616d8bbf,60dfed1efb6e
104,24bb818a2a33,d2031d0b317b
105,b07da63c21e2,9ea5ef060e2d
106,1759e0208e02,42679c942594
107,8dbd34186db0,3ea8804d2b80
108,cf791917a7c8,8564c654b31c
109,843452a6917e,03f30354265b
110,7f06b74c3815,724cc327a6a2
111,e3ecd80198e6,59a79177dfeb
112,a05397b9d4b0,0a1e384ff69d
113,83f15342ba4c,9d44d42d33c0
114,34de7a64747f,c12551c5dfa0
115,e838231629b5,abcebdc26cdc
116,44e987cf2cf6,454861fd7aef
117,5c9dec05efbd,e1f8ac362362
118,1eb3cd02a497,df096f05a227
119,3e581b61caec,44ee7442da14
120,f271b52c1d3d,68137ade713e
121,7c8febbbca7c,fc313d0a7078
122,db89df39cc0a,3c7f89780118
123,22c43aa45683,de96844058ad
124,37b08ca3e2e8,9fb61ff9680e
125,fc76aa51150d,025b77becf86
126,30d4e0466471,5c1d4750b0e9
127,5009d2db1374,d069654b3908
128,38fbcf46bc0e,682ed9a4abf0
129,8c916c0e8584,6729033baa53
130,abb6fdb11aa9,879d5911a0db
131,2b13b532982f,f292874e8c2d
132,2b3c42da4695,78f4670b5f9a
133,0c482dd74aea,b437068541e7
134,1f44bd3f45c4,72e0e2508e46
135,aee328ab0cf6,4013e81e0a76
136,10ddf3475d19,7f9efb7c4fbc
137,372778d7a7dd,b0b823fa1148
138,2579aaa66bd2,74fbd4d7b5c8
139,4adb77a12c26,73daf8571013
140,73a8ca76c28b,853618e8a53d
141,40d70d5e2e82,86c860c5d593
142,9f27d4620da0,1cf01d9cd3e4
143,8d214da118e7,5f99cca1930f
144,989337217d66,d8d9bdd9fc35
145,0428a9706987,f30d22efa4b4
146,44e9247352e7,89164ea40a6a
147,759d4e5ba826,914719a94528
148,258b5172a67b,cdb504ba77b6
149,78cd3b085530,052f8e8289a3
150,12e83f3560ce,545c04068359
151,faca2386e135,b7d8629ae841
152,1800add1fd1e,df1077543176
153,6d179546b323,28d0e9f13a24
154,56a2e197a88a,400718c97773
155,fda5817dc0fa,fd32abee1195
156,016e96ac36c6,4315583742c8
157,6b97ff912466,29591fe040ef
158,e1dbe99ed65c,48bbec76002e
159,981d8d6deb0b,efc7ccc57a90
160,93641f4f9c48,9cc8721e33b7
161,0bbe294324af,4b1f0d152f9f
162,66b378ae8e23,0811f90d335c
163,b97d37fc8b81,63f747e9a8ef
164,20426f2df0de,1158b32193cb
165,d84480f894a5,96816a4015a9
166,c9330f78f8a5,359d91db7c19
167,9f6010d063a0,ee1cc4641454
168,1683fe2490c7,1536ebb1555c
169,a9f82f644b22,f90eda805e0d
170,a243cb3a2553,3b0eb2a78996
171,26c87d0cc2df,0453d93ca735
172,e4503f5172fe,6c459477c20b
173,58855dfa6d49,380eb5bee290
174,2bef5deb2c5f,e0c3868a7615
175,5540ad9fbe74,ca9a03430423
176,3ee84b5614ca,4715dc4ffd84
177,3c2b4dbc4c35,c20907929ed0
178,98cf95b86bd7,4d61107d9240
179,b4e5a2a13c2a,a91300f7e731
180,a47ce7f2de5a,649d2edf5fc7
181,d1798cbdad87,29e5cf92a2b8
182,fa8e6d852b43,0ca8cefd0715
183,846b862f9352,a6b632e4aff3
1.84E+02,583e51812631,5fb3ed5df853
185,f506ad2516d0,c969c1c93ac2
186,c5ffd3470a50,97e6c355c8a1
187,010a44d6211d,6ad114c22c4e
188,0aabbf3f55ec,c4d4f4dea6a9
189,e4e8b24a394f,ffd23a717736
190,e12d936bcbdd,d51168ffcdf8
191,85b007444f5a,bd759bb532e6
192,e891f5befeff,1de80c3b63ec
193,629c310e8795,4adef945344f
194,a9944f63fa64,96a5497489a6
195,034027ec3e04,8456b7b86ae7
196,18b15ac939df,bbbc0df27af3
197,fa8b69724b8c,c540641e9b82
198,7db71008c8a3,4bbe08ef4503
199,0dfb9bc682af,aa521d5e3e77
200,19a31ff7fe31,4824b5a0179d
201,1e8c60aab28d,4dc6c8fd6577
202,838f294d91dc,da7a03087e12
203,d34777896738,247c154febd9
204,43d57903652b,24ab60761626
205,97e5dba1a544,ba77f4b48755
206,b4a030416810,41cbd7a6ec21
207,44aa121e4559,6a67fb2b7d8e
208,6f7a782e5849,4f6df8585bdb
209,cdc79bd4d242,da690a90c88b
210,f503c2a82b0d,1ddc1058dd28
211,1eac7195d482,bf959f247de0
212,e88625bf8d42,d2627e30fde4
213,85a4cf6e31a5,dc8331769b08
214,a74f5b9f170c,e4bd17c7abb0
215,409a3e380065,83ee4945da54
216,176a846a51e5,7253d59a27a4
217,56e58e570255,9258703c2bea
218,582af694e4a5,355e0c294da0
219,8dbe16c72a87,23d9f4a2f1a8
220,822717f339ec,3280f18cefa5
221,999d9913fe4d,79c26e6dae91
222,99590a93c60f,c62353c2b510
223,e79603a2563c,907d23982455
224,f0944d3a052a,fe5bcb70eda1
225,18421081e26d,47962235670a
226,42e15052fa6b,81cc2ee7129b
227,48ae5a4bd784,ea022c51578d
228,463086daf04f,b64be864a5e2
229,94f9e5972f8d,be6160f26a84
230,c9a86c548550,953bea3c53fd
231,44db1bdc8cc9,7aaaf38b240e
232,2029fdeed250,0b8cc14b8578
233,3d8b83eb3cc5,97d6b477b25d
234,606d40e3a59e,b04879aebd10
235,7ad6e8e92189,9235c2671216
236,62451c03e0e0,64973076641f
237,f684c7832fc3,341703c5c637
238,3cce8a643d54,3bdd98098730
239,ed8e45b8f90e,442b2d156972
240,086dc8add767,d36d0ceb198d
241,2793e6d2ef0a,fb5470b2c45f
242,26d521a1eb29,78f94722c3b9
243,504f5895460c,969e32cb64bd
244,bbbb0830d1e1,4f1779c65b42
245,f3b4d18bc3bc,84198871162f
246,01e9cc0169dc,1da78aa30bfd
247,096ddbb51ba2,743f3355d84a
248,2ceb6da27ba3,412fdb350082
249,d838fa61f744,f9f607bc9b9f
250,d1d5802b3de4,b0088a90b9f6
251,ffb51686ced3,3e16aa47fc9c
252,bcc22c070deb,ae906a2dfded
253,c8b4f815ea21,e4a591b7e964
254,b16d1b27c975,2518a9a3c7d7
255,f59584c9ff64,ac8cb12798ac
256,8d1b96a26e4e,b9cc796305a4
257,96c976472ddc,d41fad67a7dc
258,baf58b86049a,dc3f7ebbcdaf
259,3ca523dd06b1,b06380699b0b
260,14b2b19f40a7,33c1c715442c
261,e8315cf14c94,84378272f329
262,637511cde27b,88aee453e9d2
263,60bb2ea7763a,34636fe64a56
264,fff8aef00661,4c08414e7639
265,e92fc1cd7e6d,0e00d66f8db6
266,e70da3997f5e,177545486f79
267,a968a9480a7c,cefd259df4fd
268,76651f09be39,7a35e1f6223a
269,48478fb355e6,5539f97fd61e
270,d8549ae64f00,d0b0663743db
271,8b28c85cdb8d,a266b6700587
272,113baa0e0188,e9ab8e454a92
273,fadc4e4ec06f,21ec7dbe06d2
274,b12b8dee183a,b1a4851f34ac
275,d166efd1a370,d3b40121a0ae
276,db52cf3d245e,5af6854b3cf3
277,f3f7a38dbe18,1fc408f48cff
278,e04828936fc5,2fce002a0d21
279,8071ae46e1fc,e3564982aced
280,35f011d65bb8,dfa988975741
281,ef11a927e943,6c4ce4900a5b
282,9dec67d48432,7c1a55073dc3
283,1806fc91aeaf,82a96987d0f8
284,5516ca565791,8d85d7ecdb79
285,368a82ec52d6,2317a152843d
286,4c68d327ddc6,4bd2684f39a5
287,e4d62db9bb37,af568abe3cf1
288,6d56fb550ccd,797e7c5fc1c0
289,69b174de92a9,8e99019d8477
290,f840a7c7fbc6,7b2c03b49e3d
291,d869caa161e7,c2106553c1e5
292,169d1d211627,c89470c9f112
293,f9884467120c,c67dc9769e8c
294,52a49ed698d2,1154dfed36b2
295,29b5a6dc230d,98c6a9905269
296,8a45c5c312b9,417c35a60fbd
297,15531a26a0a2,d0e6901d0e57
298,c0cbb57104e6,41d6980ba982
299,9369b6dceda1,a64bb7870012
300,b96cdb63d8a0,f27dfdf3fd99
301,947c30fd6a22,cf1deaa99079
302,fc47377d3b2f,ed8d7c9ee4d1
303,f64617a5df80,1513309eca66
304,bcdf7479b523,3385da7a6823
305,4b4ad6451128,ff2fb21abf98
306,ef70bceb995d,6dbe5f31be2a
307,0d94d6f06cdf,c434d3cb5447
308,abbbbd5e89f9,7a7d438ecc33
309,9a62fd3aa9e0,39922611b244
310,44822c3ac868,080e142ee2c6
311,30db4c123b83,114fd416f750
312,5.93E+16,48f728c118b0
313,0cbc594a9a23,69e05040e1fe
314,906659d163bd,bb2f8d997265
315,4c64d4641431,df4437de3aca
316,ca4ee8220a92,6411708a1e3d
317,f7f0c430b79f,142930a18bbc
318,6e12695e737e,4a1e9529fb3a
319,7d3f7916a6c2,b7ffa0513e0f
320,a6bf6f85c1c5,f13e91382119
321,cb5fbed6f15e,58d1fbd37c42
322,ed9e4a9214a2,349444a29977
323,b9e41d1d842e,4a1ae9f7074d
324,dba3e2a24dfa,98db74da6f57
325,c1197b0ed8dc,3dca9937dbdf
326,23af9206d557,c9e14918bbc3
327,c646d28b9baf,3feeab93c996
328,a11f6ceca518,e94c69e8b418
329,0de394b2c92a,f6e48253f856
330,1a719e9c3a3c,a0fde6127a9a
331,9791b99801dd,72c144a86009
332,fe03dbc60ccf,fe1981c980cb
333,60f901b510f0,17cacca48883
3.34E+02,349e640ca2ec,dc6f9054cb15
335,86ee77445248,af627205e020
336,8380c63f5223,e93fa024ea8c
337,8369c7120195,ff67e075621a
338,f0e2faa30989,123ddb289ff8
339,62f993cb0657,5360c44a6d3d
340,e6b582b15b40,96f6121ad2d4
341,53f8c819d771,9a4606b7e772
342,6b9acabebddc,02df4f9a112f
343,eec00556808d,bdc67f092447
344,d62c7e00f298,77804ee6c498
345,b66b321af47a,86aaf12139b7
346,6b878bed4edb,b45a48d212c2
347,ede52db80a80,180208848df7
348,3cadfcdd4756,1d7675d3630b
349,a245ce3a8804,c2db9171704d
350,dd024ae6190d,b035cd08f5e3
351,757a54681d1a,2acb0a6a46c0
352,840d6b0197e1,d7ca0d6922dc
353,ca7b1fc70c1b,3b8b45185798
354,0527b05b6be4,17e00fea5ec9
355,65d6087efaed,19cc0fac1477
356,912456fe0c94,9c4baf6e2b85
357,697e4c0284bd,1c4c92d30894
358,09041f9e8fd4,b3aedb4eda14
359,88e51fb1ba87,82c7703f89a7
360,be846b2f55ca,1ee6bb2860df
361,974921858f1d,3b67dcac6daa
362,9de83dc404ea,28b53c1d2486
363,92a2ede42c8e,0188293fbf46
364,fa095e011664,8e670fd7bb8e
365,f2e9989ceadd,78312e8dedbb
366,7a175f4921a7,d8e019baf0e3
367,05f62a1d07bc,526e79637e7a
368,9b536b799166,a8e5bf25869a
369,5c7f056b2e84,838f7b83a6ac
370,87540634396c,5155adc7e3a4
371,25ffdf2b8b3d,b15e96f6f5a5
372,0fa1ba944bc1,df5eb7acce55
373,323307c06732,1e44737cd285
374,d2a0be849f6a,bbdf78b2d6b1
375,f24aa3aed062,8951dd3de39a
376,8b22f5b3ead7,13bb98705a9e
377,0a63627ad483,78d78d00e2fb
378,1fc75b9641d2,b990f6744c3c
379,f7988061c6a1,63f953528660
380,1ec128ac6910,35f07ffb4734
381,7bc8060cbd1b,f4fd9f4f3d10
382,175f031e72f4,7807ab098da8
383,9ca4b44b7b69,083de85f1545
384,046b7c1607e9,add42f126e9f
385,c6d10c72bf54,3b0227fcab8f
386,055cb118650d,5fc0fc5357cd
387,ea7e7498084d,5dc27354b211
388,1fc7c4bc5976,2f7c9d398505
389,ce26fd8175f6,17b0c991e46e
390,657ed20ea92e,18e802c2ee19
391,4821b71be697,8e011dff5bf3
392,a366c60ec064,951ee88ded48
393,84194f050db4,cdc6bb1192b5
394,0c62c531d0d7,738d370a72ec
395,52b309f2e45f,805e9357c245
396,3d1357b9a411,d7c81079d883
397,4f670960bfc8,cfd43e3cf1cb
398,be27a2809252,1bd8d66c6810
399,c67a9ea8bbc4,b94d64ccb711
400,458b0dcc477f,2e2523a2aa0f
401,ec787ef3aba2,bdc9f85d85d7
4.02E+02,32006e792741,b15385dea66e
403,e6fbb56be4c7,e85f39e4259d
404,bf455d4bf2a3,69a12fa3718c
405,d874d453759e,327a27722e52
406,1cedeec12aad,eb5624431fa9
407,9c5a0d15c18c,4da86aeb2c2e
408,e98ec1f1558f,dad180f89677
409,7955c899791b,a2c7a71d9d38
410,c43179d750d0,03839e61df08
411,e353702639b7,6883d2ccf220
412,dddeed45dc75,fabe518d6ecd
413,3ddc4059fc1c,cdba08c1d1cc
414,d4bfead09602,1e10461bfca7
415,9b663721150e,715477fb76ad
416,82877bd9655e,098d82e980ba
417,034bd387aeb6,470452b56435
418,161699e3c32e,cd20efb94e59
419,da505121e75c,b0c76d6729e2
420,54bb4d093f09,ff62f19b6334
421,fe9725a02db1,a317454083d3
422,22cc1d7ce043,631bfe0cd43b
423,a3d432bb7a4d,4498e57cdfa1
424,9489f26638cb,b586cff8b4c5
425,c581fea72c4c,0be5c831cafb
426,a15749a5acba,c3b5a6b4dcee
427,69ea9e470a90,b7fc0a48b292
428,63cdb4538ad8,a13c82348b56
429,d7a5b8075948,a9d5924103d0
430,b315b8c05bb9,eeb17c422e8b
431,ffa607330294,8b370b26512d
432,7c6a6ad658af,a376d29fa3ca
433,2405102c8c4a,d8ca8703c2a1
434,62326768ba62,830325a18b71
435,406078735f41,ead6eccfcba3
436,2dae0c3ff07d,09cd16731498
437,4f8f2699df77,575f505dcaec
438,ab5db9d195de,0e1230b71616
439,0ef8255f5510,42b2f8ac6216
440,79d0f3ae0b30,c85b26699bfb
441,5773efaece46,d79c4a657fcd
442,0016d94c9c65,8e32d0568904
443,d30103cd280e,50dbc1df65d1
444,245ba9dad4b2,0a49957fa524
445,650466b4a647,52275ee26def
446,3fb5df6b1319,24bc358ab744
447,3656c4f5ad4a,bdd969941aa6
448,349702c402b9,f7477db371be
449,b276c3acdd60,1514f5e3d7d7
450,b820f4d74433,c8ef7892186e
451,a0edbae2cfee,f4b723850dca
452,8795671fc1ea,229c6386352a
453,3d44c297488c,75a323aa4d4c
454,0e82ab616e1a,9962e3ba2977
455,acedc2b6dba2,1e7af4bd1fde
456,71337b0cc522,ea2ff47892d4
457,eb1995130d79,f0f817b738f6
458,39e2740927a6,fbc9ad428501
459,ca184b17bfe4,38f0be30021f
460,a87ec6dfbdb2,e1286ea959b0
461,806d55a1d727,972f411117d6
462,4dc670670342,320aebb37557
463,da9c5303251c,37787fc4121d
464,3036e4bf29fd,b8bf2d74dd6d
465,7b707f09e743,8790cc0aaa06
466,c6c35fe6f3bb,4efa519392fd
467,823a2fef6ba9,ae6586719bec
468,11dec5c8c729,66fc24854b2b
469,301cfad6cca0,976b9b4dda0f
470,32ff82d9c58c,64e2499f87af
471,007eb6db5e5c,f5055353b487
472,f63d22e02434,64058cf34780
473,88af60961865,9.55E+11
474,235c84789563,44c611cb7991
475,edb6450e086e,0a341c1b6619
476,db24fe4ec147,b48c6fb8b891
477,be72117be117,c34530c4e2e9
478,4602b6bcd890,f7f71fecdf8f
479,e01720051e76,bbc03c60c464
480,f9e268cb30c0,f9b12b3fb49f
481,0faa98ed5bf9,37e959df25fa
482,f6200b6d6e74,33967452539c
483,f248f2b7d3e9,e44e6a766622
484,729c64623b20,efa4c362cfad
485,ea3db77f7bc8,b0680544a707
486,cad46d564a85,e0053842ce30
487,15b464f7531c,08b4e4f3fe53
488,746420d67b79,1788ccc7a532
489,dd768b311a3a,de5e9cda4fb7
490,0441f0597da4,52b6369a29b5
491,d97207839dbf,0d9f7b9191d9
492,080c0cd80c15,08f84ad20a54
493,621cb57b2923,6d4cc5ee3c52
494,aeab611e9e7e,f86098b4ee6e
495,533d2116ce4d,3676484aa751
496,fca66f6bd050,600a00c1f887
497,e2c42f713eb3,91dfd145a53a
498,409a6c2a8122,d2c046aed4b5
499,35048fb2764e,6be612a95813
500,fe0c66de20f2,7c77aed65e93
501,567fe8f31c7b,0882f9d43da4
502,8e82498f3b44,0bf6c4168685
503,a5734ae30d85,cec71da1e7b3
504,0bf89974bc88,88c4127ed04c
505,748e3aae43ad,c79828905a20
506,32c3d49e1b03,2e676f3a120c
507,97b59d002d1c,b9e6b3a72746
508,2992acb60fe1,4a291396ea01
509,76865def4a09,c4fbfde8617b
510,1f25f01041d7,06b0dbcfebce
511,990b0f96c7ed,855bfcb002b5
512,fa9a899bbc82,ed3673f04074
513,d8e6d7787986,99b05870e3b2
514,3f923096555c,175bec0f83f6
515,792a501aad21,4609d63d3dfa
516,60f4ef960767,88fb04557377
517,b073a50d6c35,4c7dd54f8986
518,4c316da8aa18,87b5d0280a24
519,30b1ef8e98fa,2210b1d683ac
520,bce921f53e32,e21d1b88a54e
521,83a2facfb547,d73e65f7d33c
522,6ba5f4d458f5,a53ab6b2f06f
523,8d4cff69cb5a,814ca94fd2ef
524,7e3ae2170c72,6a7a8a5694f3
525,dc0fdc43c009,7e9c07898163
526,4a10ea31ee13,e2fc5ca89c8d
527,b284bc81d4eb,2bb6c5f4137f
528,297039efb7f1,fead023bbb0f
529,7cb3c6657a46,c72398b7ebe7
530,eb428b630c5d,dc6c54cad712
531,07346c1e3383,98714d59e532
532,3dbfbc045452,f29085ba498b
533,3553b094ead2,a6e4a718f70d
534,05d024a8fcf2,38fd7df40026
535,854ee1f115a1,ba7445b9f4b8
536,ad1f4ba6ff4a,052d20a1a3a1
537,fcd28689ed9e,d6cd0dec436c
538,554516ad8242,1b94de96c6b0
539,bc790bec3e50,74e7f727d7e1
540,74436acd930b,c98e5a9e9bac
541,e49197926c2b,e4c5fda65b0f
542,4fa514223db1,e6edf3b814ed
543,067f6312759c,71a999aaf278
544,09941ced58f3,5a11d55091f2
545,d7210c75fb14,8cd91a0aba8c
546,09cac5e40487,af7bca23cba3
547,c74a4134d338,10747404e581
548,4118520387d3,c29a1ad9c2e7
549,44aefb3630c7,dff3e6ad1c18
550,09520f8a5169,87eabc10d0d6
551,8fd8dd830f0d,0a0fe84117a2
552,94ae222084bc,3db54dd3f241
553,ce350df041c3,665b2c38f05d
554,268d9c8a7e5e,99290906f8ee
555,4f5bcc533f28,dd695de6ace4
556,58a07c834d51,9f97aa5adb69
557,57e50f428ee0,d0f704030d49
558,299cb8182dcd,e66f38e58a8c
559,d77a0676434c,451656c87ccc
560,865eadad7826,4404cb7f9c88
561,6586866f54cc,d0417b079766
562,aaf6a1d0a02d,7a3c2336ead9
563,d060af574399,172dce67e5d9
564,eaf6e185a374,3e43591cb603
565,e4f453e82809,2b444e947407
566,a5cf5ec7523c,acfe47f38c18
567,026ea2985c19,4b1f0d152f9f
568,6df9bf8d112d,621bd8d7c5ef
5.69E+02,609e5239ddeb,64bfb5e7b676
570,2fa26f1093f1,0b0ee477bf08
571,ed1443ac96bf,38ffbcd9e7c6
572,7b6d58de62c6,91b894487d40
573,e6804842fc92,f635f2cea045
574,35ede62febef,636d32d29aa7
575,4ea4c96bd58b,476a3fdcab84
576,e39e0fe3e86c,c01ce1f6960a
577,341ed8b80308,856131db4552
578,6badd32e7375,f9e3d723d9d1
579,31caefb90a8e,9bb7fae0ad30
580,ea2292a77261,441c68f2773d
581,00cc57fd17de,4b0215d99bd7
582,69e4b745cdb0,def936703c96
583,2059da595823,2d4036f8f821
584,35917e2b5605,46561953da0b
585,933f3c058191,44b066c9d13b
586,7c5fbcc49a32,8c2a23426e01
587,8270b6a46bd3,557f30ce089e
588,c6a9ad27f875,0c1107b57ca3
589,bd57fc4365a2,f709da58b97b
590,6802c6f2261a,12beebd9174c
591,c8a739b036d7,e87aae0915e6
592,4afa7e6f1e62,8de71dffe9d4
593,f115ac831d7e,cb17c62e3290
594,a4b474ae397d,257364e7f2c1
595,c745de3b399a,ca2b7a21b583
596,e4809f707d37,7d48ff76bdfe
597,6b82b7082b08,6082b7a49e08
598,af354a532e49,58827fbd2484
599,5a13495b71d2,d5690e27f581
600,6c11961650a2,2eb349f2a2c8
601,45a4b99b56a5,d7b6b7b7bd2a
602,4a74c8536827,9fec90b19ad2
603,c82ae9b93998,dae6a966b22a
604,6dba91fa7594,aa5b21577cf0
605,5743d37e7e05,de5c4cd89370
606,a23da558a1ea,54a570932c79
607,e427059c6214,4fa4da901c07
608,3800bfb4a5bf,c337541311f8
609,80a96315d9c6,4dd35311fece
610,d3f516e93866,465d91461a0e
611,de345cb2b971,91adde982172
612,e3a987551a12,c17cba4d9029
613,9da826f41ac2,0223dda617ca
614,874259e5a383,c08b81f2a515
615,48d8ba83b816,78f26c4e480e
616,b7efa24bf3a5,7f23d567b8b7
617,47c6f81084d2,071971f334f4
618,ab46602098f2,58c6180c5c8c
619,6224834a5d61,d24d934dbe7d
620,2fbce4d2afce,2574017d1faf
621,bd98d32801a5,4b2287cb16fe
622,d50c9091fea1,e2a7239d533c
623,e1113c58a373,4c2e5f7ea2e4
624,2ec26413dd45,228a15ca6203
625,a013fcf26de6,83db0e451c7f
626,0d96970763bf,126fb126ea76
627,506ea3f17a7f,e0996af2c9d5
628,623b87a1b6e9,65492bbdd04e
629,cc98867fb67f,91d8351c499b
630,bb6697113992,771a3d295ef4
631,b1054dfae7bb,28fb37f7f2c4
632,621182660d66,a670b225c29e
633,e3882924c69c,2d33b05403d2
634,b2ab3dd08f02,0ba64ece33de
635,2b2b79146e2b,f6adf6e9e174
636,1e6653ff6ea2,d0595ad9f1de
637,fa4c75cc9dab,c9f00dbbcb33
638,c9dcd554fb23,0f48ce82993b
639,391d1065af4e,df0d6aa98f30
640,8ae353947542,d27940de9d8f
641,2ed68e98bc32,d0bb96b0b173
642,c9b42f901792,15fff7c17d85
643,f0fae6ebaad7,c73407b0f620
644,1ad4f30baa92,a06c50c224fc
645,d4f6b3a7dc46,bcdcc2f87f19
646,54d642ff229a,2f9b389a4cf0
647,08f1a76c03c1,2656fd9455fd
648,abd6cba17499,4849f0ef46ca
649,fa4a83ad9da0,be7b3de77928
650,a5b26edea8cf,73ca96acd046
651,0bf14a4feae7,82348911d21c
652,3ee261882d1b,af293c41097f
653,da66577eadc1,8a5580d71210
654,5d138646c85a,0221e07ecff6
655,8ffe9e1962ce,8ea6a649851c
656,42665a65c19c,22271a1ea37a
657,2a3e8f7fb8b4,c37c31801faa
658,36630c6aa2fa,9650a0a69273
659,c7886f73f5ce,5b03ebc92f91
660,28c3c46cac70,e52327943093
661,48176f7efb46,67649360efcc
662,b7d360eff3fb,369ddc2cdbc0
663,fc4910208524,913d35c78813
664,3ebca5bd2e1f,eb4a5d57cdce
665,d88c238ba970,89f5ace1c716
666,484c58960d83,b9217bb75c84
667,d09544f03f46,5f57215268fe
668,03995044c0b4,b048ed81d066
669,a661b1197812,a836e07ce781
670,ce8c9f02cfb1,d85f791e482e
671,de0a319a747f,43bddbfc05cf
672,4c1633f1087e,32190496ca04
673,1480d030c4cd,9477479c96b9
674,a38ee5fcb344,41f112adb74b
675,829b181f5a1a,42053d591041
6.76E+02,168452e581fc,dadfbc4b23f2
677,270ca427034a,4c290a27b1f6
678,319503efe6b6,9b3135c31d6c
679,d1508a0bcf7c,91cd3fb119a3
680,ae439895f743,e4a2a1a26ca6
681,efd839554dbd,932610473f4a
682,de4615a2a7a5,2a312bce3105
683,3b04f1e432a8,d0d76b898acb
684,2423592faa71,7f58eea4fe97
685,2ef99f33b1b1,9cf8d3bbed26
686,20fb49a4e145,df47bfae5c86
687,d13c22b46a9d,44f19eea9a27
688,0216010fd489,dedbf098b8a1
689,6ab8bd49e495,e424631cdc84
690,34067fe6a55b,aea67449235c
691,b9b32dfe763e,e150e1bbb821
692,a4753668d1ca,db66aea2e7bd
693,39bf097be90e,6761c1384c88
694,2eb3f8b4ab59,2102d0b3e5f3
695,b18dd2ffedba,04462d29dfa4
